0.07265884	-0.019703122	0.014593451	-0.11154602	-0.11695219	0.029839838	0.06763058	0.00037678218	0.030196344	0.05952839	0.05143839	-0.01490524	0.04125386	-0.060087245	0.041633353	-0.08008973
0.16855448	-0.033022925	-0.011366806	-0.082461976	-0.107529916	0.016045295	0.06435182	-0.027903905	0.00852254	0.059519622	0.011786006	-0.0016435196	0.030643523	-0.08787182	0.037064787	-0.018644853
0.09031116	0.004552863	-0.08021056	-0.08204353	-0.07226834	0.01837206	0.049550705	-0.0055456106	0.061431304	0.093582325	-0.04687692	0.024342448	0.11307146	-0.005893109	0.05073322	-0.091954894
0.04475575	-0.046960853	-0.052790083	-0.15473267	-0.15455699	0.030212265	0.07991044	0.041552614	0.018391326	0.05978601	-0.038132273	-0.0049164155	0.06488395	-0.028500346	0.03879263	-0.04577943
0.072903685	-0.047763854	-0.0016642832	-0.14514567	-0.13679963	-0.009368868	0.16607708	0.007461713	0.030305455	0.070307605	-0.0044931546	-0.012560956	0.04294254	0.018768033	-0.044139177	-0.009529767
0.043452997	-0.050266925	-0.009566321	0.01606352	-0.13916777	0.06661211	0.04931385	-0.02270787	-0.06328631	0.06883798	-0.032625455	0.026543943	0.039489865	-0.11611095	-0.009134808	0.062368717
0.11344239	-0.0015801402	0.031862605	-0.038279664	-0.107074134	-0.024092099	0.14947948	0.045985162	0.05052244	0.120117195	0.03405469	-0.030063955	0.11713769	-0.028191034	0.03581062	-0.028308598
0.1103216	0.014158889	0.011588225	-0.051546395	-0.11590555	-0.004240659	0.009038675	0.058064777	-0.05792111	0.055092435	0.0056832894	0.03895988	0.06985803	-0.01768247	-0.06349633	-0.04231818
0.022810083	-0.077362925	-0.008076416	-0.09054251	-0.026755476	-0.046783593	0.043075394	0.016842706	-0.0044851755	0.06200174	-0.0008288308	0.030251259	0.13816029	-0.003772008	0.0429761	-0.01692869
0.14538167	-0.023208112	-0.0942051	-0.043069415	-0.20202789	-0.015973508	0.09691952	0.051102135	0.0155706545	0.033022698	0.054897133	0.031736	0.08723132	-0.067535885	0.039030083	-0.026582366
0.12945203	0.00082497875	-0.0042477893	-0.034964025	-0.074527346	0.027525803	0.086274624	-0.0650388	-0.009218334	-0.03549373	0.011020845	0.025301183	0.07761965	-0.034114253	0.043550633	-0.077453576
0.20667051	-0.08224094	0.027243568	-0.116621576	-0.07561455	0.02527605	0.09673004	-0.023698926	-0.049273852	0.020174962	0.0064107236	0.0639509	0.15546775	-0.03429706	0.086145796	-0.06629415
0.040713463	-0.006737613	0.021150261	-0.080326624	-0.12924483	0.019344157	0.03549071	-0.04002077	-0.010678988	0.038288463	-0.013212673	0.0042358222	0.05644028	-0.12492456	0.02308288	-0.11946972
0.04901056	-0.04025075	0.016189603	-0.022133972	0.0069595524	0.017316476	0.0642005	0.12477589	-0.08671023	0.09199946	-0.009403556	0.036719017	0.06172423	0.019851178	0.0034746707	-0.113748774
0.11581823	0.04156982	-0.034292255	0.023559133	-0.019282578	0.007125869	0.011736545	0.06346784	0.050396416	0.12446127	0.009903039	-0.06092469	0.1016803	-0.0910582	-0.05193019	-0.032967035
0.10031656	0.020352382	-0.037753426	-0.06283819	-0.02596671	0.0504716	0.030231247	-0.11234609	0.010365723	-0.030191617	0.09491698	0.008101583	0.029256154	0.025476374	0.04691722	-0.07959109
